"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"4461","2012/2014","City of Hamilton Health Unit, Ontario","Males",591.8,82.8,75.5,NA,108.9
"4462","2012/2014","City of Ottawa Health Unit, Ontario","Both sexes",514.9,67.1,58.1,NA,NA
"4463","2012/2014","City of Ottawa Health Unit, Ontario","Females",480.3,63.6,50.3,137.2,NA
"4464","2012/2014","City of Ottawa Health Unit, Ontario","Males",567.6,73.2,68.4,NA,129.1
"4465","2012/2014","City of Toronto Health Unit, Ontario","Both sexes",499,51.2,50.4,NA,NA
"4466","2012/2014","City of Toronto Health Unit, Ontario","Females",477.3,41.7,43.1,125.7,NA
"4467","2012/2014","City of Toronto Health Unit, Ontario","Males",538.3,63.7,59.7,NA,122
"4468","2012/2014","Cypress Regional Health Authority, Saskatchewan","Both sexes",470.5,59.5,71.3,NA,NA
"4469","2012/2014","Cypress Regional Health Authority, Saskatchewan","Females",410.2,67.4,56.2,98.1,NA
"4470","2012/2014","Cypress Regional Health Authority, Saskatchewan","Males",537.1,51.8,86,NA,122.3
"4471","2012/2014","District of Algoma Health Unit, Ontario","Both sexes",614.1,87.7,57.2,NA,NA
"4472","2012/2014","District of Algoma Health Unit, Ontario","Females",558.6,77.3,49,138.3,NA
"4473","2012/2014","District of Algoma Health Unit, Ontario","Males",686.7,101.9,66.5,NA,164.1
"4474","2012/2014","Durham Regional Health Unit, Ontario","Both sexes",544.4,71.6,52.5,NA,NA
"4475","2012/2014","Durham Regional Health Unit, Ontario","Females",514.2,69.1,41.6,128,NA
"4476","2012/2014","Durham Regional Health Unit, Ontario","Males",594,76.4,65.9,NA,130.1
"4477","2012/2014","East Kootenay Health Service Delivery Area, British Columbia","Both sexes",435,67.2,57.6,NA,NA
"4478","2012/2014","East Kootenay Health Service Delivery Area, British Columbia","Females",382.7,67,47.3,101,NA
"4479","2012/2014","East Kootenay Health Service Delivery Area, British Columbia","Males",493.8,68.7,67.4,NA,98.3
"4480","2012/2014","Eastern Ontario Health Unit, Ontario","Both sexes",540.9,91.9,66.1,NA,NA
"4481","2012/2014","Eastern Ontario Health Unit, Ontario","Females",506.9,95.5,58.1,128.8,NA
"4482","2012/2014","Eastern Ontario Health Unit, Ontario","Males",589.7,90.2,76.3,NA,124.2
"4483","2012/2014","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",565.7,78,94,NA,NA
"4484","2012/2014","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Females",529.2,65,81.5,123.2,NA
"4485","2012/2014","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Males",614.5,95.5,108.2,NA,127.5
"4486","2012/2014","Edmonton Zone, Alberta","Both sexes",500.5,67.9,60.3,NA,NA
"4487","2012/2014","Edmonton Zone, Alberta","Females",461.8,64.5,49.5,131.7,NA
"4488","2012/2014","Edmonton Zone, Alberta","Males",556.1,73.5,72.7,NA,133.6
"4489","2012/2014","Elgin-St. Thomas Health Unit, Ontario","Both sexes",548.3,79,65.1,NA,NA
"4490","2012/2014","Elgin-St. Thomas Health Unit, Ontario","Females",494.9,73.5,48.2,135.8,NA
"4491","2012/2014","Elgin-St. Thomas Health Unit, Ontario","Males",620.6,88.3,85.3,NA,120.3
"4492","2012/2014","Erie St. Clair Health Integration Network, Ontario","Both sexes",558.5,71.9,61.9,NA,NA
"4493","2012/2014","Erie St. Clair Health Integration Network, Ontario","Females",513.9,67.2,51.5,132.9,NA
"4494","2012/2014","Erie St. Clair Health Integration Network, Ontario","Males",620.8,79,74.1,NA,130.8
"4495","2012/2014","Five Hills Regional Health Authority, Saskatchewan","Both sexes",481.4,72.6,61.7,NA,NA
"4496","2012/2014","Five Hills Regional Health Authority, Saskatchewan","Females",464,75.7,57.7,110.6,NA
"4497","2012/2014","Five Hills Regional Health Authority, Saskatchewan","Males",508.7,69.4,67.6,NA,126.7
"4498","2012/2014","Fraser East Health Service Delivery Area, British Columbia","Both sexes",505.1,67.2,63.5,NA,NA
"4499","2012/2014","Fraser East Health Service Delivery Area, British Columbia","Females",472.3,70.3,57.7,121.5,NA
"4500","2012/2014","Fraser East Health Service Delivery Area, British Columbia","Males",548.3,64.8,70.4,NA,130
"4501","2012/2014","Fraser North Health Service Delivery Area, British Columbia","Both sexes",474.5,57.5,64,NA,NA
"4502","2012/2014","Fraser North Health Service Delivery Area, British Columbia","Females",436.9,53,51.7,124.9,NA
"4503","2012/2014","Fraser North Health Service Delivery Area, British Columbia","Males",522.6,63.4,78.7,NA,125.9
"4504","2012/2014","Fraser South Health Service Delivery Area, British Columbia","Both sexes",458.5,55.8,62.6,NA,NA
"4505","2012/2014","Fraser South Health Service Delivery Area, British Columbia","Females",421.1,52.5,49.9,114.2,NA
"4506","2012/2014","Fraser South Health Service Delivery Area, British Columbia","Males",506.8,60.8,75.9,NA,121.8
"4507","2012/2014","Grey Bruce Health Unit, Ontario","Both sexes",530.8,70.5,64.4,NA,NA
"4508","2012/2014","Grey Bruce Health Unit, Ontario","Females",483.6,61.7,52,122.2,NA
"4509","2012/2014","Grey Bruce Health Unit, Ontario","Males",588.6,81.5,77.5,NA,118.9
"4510","2012/2014","Haldimand-Norfolk Health Unit, Ontario","Both sexes",545.4,88.2,57.5,NA,NA
"4511","2012/2014","Haldimand-Norfolk Health Unit, Ontario","Females",502.6,83.4,49,112.4,NA
"4512","2012/2014","Haldimand-Norfolk Health Unit, Ontario","Males",600.1,94.7,67.5,NA,117.4
"4513","2012/2014","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes",551.4,83.7,62.9,NA,NA
"4514","2012/2014","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Females",514.6,81.9,53.5,123.7,NA
"4515","2012/2014","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Males",597.8,86.5,72.6,NA,108.2
"4516","2012/2014","Halton Regional Health Unit, Ontario","Both sexes",493.1,51.5,52.4,NA,NA
"4517","2012/2014","Halton Regional Health Unit, Ontario","Females",467,47.4,42.3,130.1,NA
"4518","2012/2014","Halton Regional Health Unit, Ontario","Males",536.1,56.7,64.3,NA,110.7
"4519","2012/2014","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes",535.5,71.9,59.9,NA,NA
"4520","2012/2014","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Females",495.3,66.4,50.6,130.2,NA
"4521","2012/2014","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Males",593.6,79.8,71.3,NA,115.9
"4522","2012/2014","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes",541.2,82.7,57.5,NA,NA
"4523","2012/2014","Hastings and Prince Edward Counties Health Unit, Ontario","Females",487.5,76.7,46.9,121.9,NA
"4524","2012/2014","Hastings and Prince Edward Counties Health Unit, Ontario","Males",614.5,93,70.4,NA,131
"4525","2012/2014","Heartland Regional Health Authority, Saskatchewan","Both sexes",548.2,85.3,75.1,NA,NA
"4526","2012/2014","Heartland Regional Health Authority, Saskatchewan","Females",501.3,70.6,62.1,141.2,NA
"4527","2012/2014","Heartland Regional Health Authority, Saskatchewan","Males",612.5,103.1,90.3,NA,133.3
"4528","2012/2014","Huron County Health Unit, Ontario","Both sexes",523,70.1,61.1,NA,NA
"4529","2012/2014","Huron County Health Unit, Ontario","Females",497.3,63,47.8,109.1,NA
"4530","2012/2014","Huron County Health Unit, Ontario","Males",564.5,79.7,76.4,NA,105.7
"4531","2012/2014","Interlake-Eastern Regional Health Authority, Manitoba","Both sexes",530.2,73.4,68.8,NA,NA
"4532","2012/2014","Interlake-Eastern Regional Health Authority, Manitoba","Females",484.1,72.3,51.2,122.4,NA
"4533","2012/2014","Interlake-Eastern Regional Health Authority, Manitoba","Males",584.5,76.3,86,NA,129.3
"4534","2012/2014","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes",533.7,78.4,88.7,NA,NA
"4535","2012/2014","Kelsey Trail Regional Health Authority, Saskatchewan","Females",493.9,72.3,73.5,139.1,NA
"4536","2012/2014","Kelsey Trail Regional Health Authority, Saskatchewan","Males",583.3,87.2,103.4,NA,160.3
"4537","2012/2014","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes",550.6,80.8,63.1,NA,NA
"4538","2012/2014","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Females",507.6,73.4,54,134.5,NA
"4539","2012/2014","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Males",610.3,90.7,74.3,NA,91.9
"4540","2012/2014","Kootenay-Boundary Health Service Delivery Area, British Columbia","Both sexes",490.1,65.9,60.7,NA,NA
"4541","2012/2014","Kootenay-Boundary Health Service Delivery Area, British Columbia","Females",422.4,58.2,50.7,96.9,NA
"4542","2012/2014","Kootenay-Boundary Health Service Delivery Area, British Columbia","Males",562.4,74,71.2,NA,141.9
"4543","2012/2014","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",510,59.9,74.6,NA,NA
"4544","2012/2014","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Females",400.4,47.4,53,92.6,NA
"4545","2012/2014","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Males",629.1,77.6,93.7,NA,159.8
"4546","2012/2014","Lambton Health Unit, Ontario","Both sexes",555.8,72.5,62.3,NA,NA
"4547","2012/2014","Lambton Health Unit, Ontario","Females",498.6,67.8,48.6,124,NA
"4548","2012/2014","Lambton Health Unit, Ontario","Males",627.1,79.4,78.1,NA,138.7
"4549","2012/2014","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes",525.8,73.5,66.1,NA,NA
"4550","2012/2014","Leeds, Grenville and Lanark District Health Unit, Ontario","Females",492.2,63.5,61,133.3,NA
"4551","2012/2014","Leeds, Grenville and Lanark District Health Unit, Ontario","Males",571.3,86.7,71.4,NA,101.4
"4552","2012/2014","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes",567.5,114.8,96.5,NA,NA
"4553","2012/2014","Mamawetan/Keewatin/Athabasca, Saskatchewan","Females",520.4,119.2,77.2,114.3,NA
"4554","2012/2014","Mamawetan/Keewatin/Athabasca, Saskatchewan","Males",635.9,128.2,119.3,NA,149.4
"4555","2012/2014","Manitoba","Both sexes",511,71.1,64,NA,NA
"4556","2012/2014","Manitoba","Females",483.6,67.3,51.1,124.2,NA
"4557","2012/2014","Manitoba","Males",554.2,77.1,79.1,NA,114.1
"4558","2012/2014","Middlesex-London Health Unit, Ontario","Both sexes",526,64.4,58,NA,NA
"4559","2012/2014","Middlesex-London Health Unit, Ontario","Females",481.6,59.4,50.1,126.5,NA
"4560","2012/2014","Middlesex-London Health Unit, Ontario","Males",589.3,71.9,67.7,NA,123.2
"4561","2012/2014","Mississauga Halton Health Integration Network, Ontario","Both sexes",495.3,49.3,52.3,NA,NA
"4562","2012/2014","Mississauga Halton Health Integration Network, Ontario","Females",471.1,43.9,42.6,132.4,NA
"4563","2012/2014","Mississauga Halton Health Integration Network, Ontario","Males",536.1,56.5,64,NA,119.1
"4564","2012/2014","New Brunswick","Both sexes",530.2,84.1,64.9,NA,NA
"4565","2012/2014","New Brunswick","Females",474.4,70.3,52.2,117.5,NA
"4566","2012/2014","New Brunswick","Males",603.1,103.2,79.1,NA,123.4
"4567","2012/2014","Newfoundland and Labrador","Both sexes",560.5,76,93.7,NA,NA
"4568","2012/2014","Newfoundland and Labrador","Females",516.5,61.3,78.6,127.2,NA
"4569","2012/2014","Newfoundland and Labrador","Males",614,94.1,110.8,NA,138.7
"4570","2012/2014","Niagara Regional Area Health Unit, Ontario","Both sexes",538.6,70.9,58.2,NA,NA
"4571","2012/2014","Niagara Regional Area Health Unit, Ontario","Females",502.7,65.9,51.3,134.8,NA
"4572","2012/2014","Niagara Regional Area Health Unit, Ontario","Males",590.4,78.5,67.3,NA,123.3
"4573","2012/2014","North Bay Parry Sound District Health Unit, Ontario","Both sexes",535.4,85.3,66.6,NA,NA
"4574","2012/2014","North Bay Parry Sound District Health Unit, Ontario","Females",481.3,77.8,57.2,117.3,NA
"4575","2012/2014","North Bay Parry Sound District Health Unit, Ontario","Males",603.5,96.2,78.1,NA,119.4
"4576","2012/2014","North East Health Integration Network, Ontario","Both sexes",563.1,87.1,60.3,NA,NA
"4577","2012/2014","North East Health Integration Network, Ontario","Females",510.6,81,51.1,124,NA
"4578","2012/2014","North East Health Integration Network, Ontario","Males",633.6,96.5,71.6,NA,132.3
"4579","2012/2014","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes",512.4,48.8,65.7,NA,NA
"4580","2012/2014","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Females",484,48.8,56.9,138,NA
"4581","2012/2014","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Males",547.8,49.6,75.8,NA,130.7
"4582","2012/2014","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes",555,80.6,58.6,NA,NA
"4583","2012/2014","North Simcoe Muskoka Health Integration Network, Ontario","Females",519.9,81.4,49.7,134.8,NA
"4584","2012/2014","North Simcoe Muskoka Health Integration Network, Ontario","Males",603.5,81.7,68.8,NA,117.4
"4585","2012/2014","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",525.9,76,79.4,NA,NA
"4586","2012/2014","North Vancouver Island Health Service Delivery Area, British Columbia","Females",495.5,78.7,71.2,120.5,NA
"4587","2012/2014","North Vancouver Island Health Service Delivery Area, British Columbia","Males",561.8,74.9,87,NA,114.7
"4588","2012/2014","North West Health Integration Network, Ontario","Both sexes",501.8,75.3,58.6,NA,NA
"4589","2012/2014","North West Health Integration Network, Ontario","Females",489.4,70.8,51.4,118,NA
"4590","2012/2014","North West Health Integration Network, Ontario","Males",527.1,81.7,67.3,NA,76.8
"4591","2012/2014","North Zone, Alberta","Both sexes",521.7,85.5,69.5,NA,NA
"4592","2012/2014","North Zone, Alberta","Females",480.1,88.6,54.5,116.5,NA
"4593","2012/2014","North Zone, Alberta","Males",568.5,82.9,83.5,NA,133.7
"4594","2012/2014","Northeast Health Service Delivery Area, British Columbia","Both sexes",487.1,79.1,68.7,NA,NA
"4595","2012/2014","Northeast Health Service Delivery Area, British Columbia","Females",453,82.3,55.7,111.2,NA
"4596","2012/2014","Northeast Health Service Delivery Area, British Columbia","Males",532.7,80.2,83.3,NA,121.9
"4597","2012/2014","Northern Interior Health Service Delivery Area, British Columbia","Both sexes",530.8,88.4,69.8,NA,NA
"4598","2012/2014","Northern Interior Health Service Delivery Area, British Columbia","Females",492.8,90.7,55.6,112.8,NA
"4599","2012/2014","Northern Interior Health Service Delivery Area, British Columbia","Males",573.5,87.2,82.5,NA,121.4
"4600","2012/2014","Northern Regional Health Authority, Manitoba","Both sexes",539,72.4,80.4,NA,NA
"4601","2012/2014","Northern Regional Health Authority, Manitoba","Females",470.4,58.9,57.4,95.6,NA
"4602","2012/2014","Northern Regional Health Authority, Manitoba","Males",621.5,87.1,104.3,NA,107
"4603","2012/2014","Northwest Health Service Delivery Area, British Columbia","Both sexes",469.7,67.2,66,NA,NA
"4604","2012/2014","Northwest Health Service Delivery Area, British Columbia","Females",440.3,64.9,52.6,110.5,NA
"4605","2012/2014","Northwest Health Service Delivery Area, British Columbia","Males",500.8,68.5,78.5,NA,113.5
"4606","2012/2014","Northwest Territories","Both sexes",515.3,86.7,95.4,NA,NA
"4607","2012/2014","Northwest Territories","Females",472.8,62.7,86.9,131.5,NA
"4608","2012/2014","Northwest Territories","Males",565,111.2,106.9,NA,90
"4609","2012/2014","Northwestern Health Unit, Ontario","Both sexes",396,56.6,58.6,NA,NA
"4610","2012/2014","Northwestern Health Unit, Ontario","Females",404.4,50.6,51,107.6,NA
"4611","2012/2014","Northwestern Health Unit, Ontario","Males",393.9,64,68.2,NA,45.7
"4612","2012/2014","Nova Scotia","Both sexes",555.8,86.6,73.9,NA,NA
"4613","2012/2014","Nova Scotia","Females",502.9,77.6,60.6,122.3,NA
"4614","2012/2014","Nova Scotia","Males",627.4,99.4,90.5,NA,131.6
"4615","2012/2014","Nunavut","Both sexes",418.2,160.2,86.9,NA,NA
"4616","2012/2014","Nunavut","Females",416.6,162,93.4,38.3,NA
"4617","2012/2014","Nunavut","Males",414.1,159.4,76.1,NA,45.3
"4618","2012/2014","Okanagan Health Service Delivery Area, British Columbia","Both sexes",505.1,71.7,64.8,NA,NA
"4619","2012/2014","Okanagan Health Service Delivery Area, British Columbia","Females",458.5,67.8,53.7,129.8,NA
"4620","2012/2014","Okanagan Health Service Delivery Area, British Columbia","Males",563,76.6,76.8,NA,122.1
"4621","2012/2014","Ontario by Health Unit","Both sexes",516.3,64.3,55.8,NA,NA
"4622","2012/2014","Ontario by Health Unit","Females",485.2,58.3,47.1,128.1,NA
"4623","2012/2014","Ontario by Health Unit","Males",563.4,72.6,66.2,NA,118
"4624","2012/2014","Ontario by Local Health Integration Network","Both sexes",516.3,64.3,55.8,NA,NA
"4625","2012/2014","Ontario by Local Health Integration Network","Females",485.2,58.3,47.1,128.1,NA
"4626","2012/2014","Ontario by Local Health Integration Network","Males",563.4,72.6,66.2,NA,118
"4627","2012/2014","Oxford County Health Unit, Ontario","Both sexes",518.5,58.6,62.7,NA,NA
"4628","2012/2014","Oxford County Health Unit, Ontario","Females",481.3,55.6,51.1,124.7,NA
"4629","2012/2014","Oxford County Health Unit, Ontario","Males",570.7,63.2,76.4,NA,133.1
"4630","2012/2014","Peel Regional Health Unit, Ontario","Both sexes",461.3,45.9,46.9,NA,NA
"4631","2012/2014","Peel Regional Health Unit, Ontario","Females",440.7,40.8,38.9,122.5,NA
"4632","2012/2014","Peel Regional Health Unit, Ontario","Males",494,52.8,56.1,NA,116.4
"4633","2012/2014","Perth District Health Unit, Ontario","Both sexes",489.3,60.5,57,NA,NA
"4634","2012/2014","Perth District Health Unit, Ontario","Females",474.1,56.7,48.3,120.9,NA
"4635","2012/2014","Perth District Health Unit, Ontario","Males",520,67.7,67.5,NA,100.2
"4636","2012/2014","Peterborough County-City Health Unit, Ontario","Both sexes",510.4,81.2,58.9,NA,NA
"4637","2012/2014","Peterborough County-City Health Unit, Ontario","Females",482.8,75.1,48.8,123.3,NA
"4638","2012/2014","Peterborough County-City Health Unit, Ontario","Males",553.1,90.2,69.8,NA,88.6
"4639","2012/2014","Porcupine Health Unit, Ontario","Both sexes",522.9,84.2,53.7,NA,NA
"4640","2012/2014","Porcupine Health Unit, Ontario","Females",500.9,81,37.5,130.8,NA
"4641","2012/2014","Porcupine Health Unit, Ontario","Males",560,88.8,73.2,NA,103.6
"4642","2012/2014","Prairie Mountain Health, Manitoba","Both sexes",511.8,73.1,69.4,NA,NA
"4643","2012/2014","Prairie Mountain Health, Manitoba","Females",482.3,70.1,56,116,NA
"4644","2012/2014","Prairie Mountain Health, Manitoba","Males",551.2,78.3,84.3,NA,101
"4645","2012/2014","Prairie North Regional Health Authority, Saskatchewan","Both sexes",440.6,57.5,67.8,NA,NA
"4646","2012/2014","Prairie North Regional Health Authority, Saskatchewan","Females",429,54.6,59.3,134.6,NA
"4647","2012/2014","Prairie North Regional Health Authority, Saskatchewan","Males",453.5,61.2,74.4,NA,102.4
"4648","2012/2014","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes",468,69.2,68.3,NA,NA
"4649","2012/2014","Prince Albert Parkland Regional Health Authority, Saskatchewan","Females",436,71.3,48.9,124.5,NA
"4650","2012/2014","Prince Albert Parkland Regional Health Authority, Saskatchewan","Males",508.8,69.2,90.3,NA,141.2
"4651","2012/2014","Prince Edward Island","Both sexes",535.2,78.2,75.1,NA,NA
"4652","2012/2014","Prince Edward Island","Females",478.8,68.3,62.8,129.8,NA
